COUNTRY,CATEGORY,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,GDP AVG
Turkey,Research and Development,0,0,0,0,0,0,0,0,0,0,0,
Turkey,"Architectural, engineering and other technical services",0,0,0,0,0,0,0,0,0,0,0,
Turkey,"Personal, cultural and recreational services",2591,1074,1355,781,1418,1079,998,971,1224,774,912,
Turkey,  Audiovisual and related services,0,0,0,0,0,0,0,0,0,0,0,
Turkey,"    Other other personal, cultural and recreational services",2591,1074,1355,781,1418,1079,998,971,1224,774,912,
Turkey,GDP Per Capita,5741.862451,5329.579832,5570.61282,5775.017168,6221.804927,6646.138452,7002.887728,7227.699427,7176.834379,6740.517595,7249.212137,7068.216692
Turkey,GDP,386.60,364.57,387.04,407.42,445.57,483.00,516.30,540.40,543.96,517.71,564.02,
Russian Federation,"Advertising, market research and public opinion polling",0,431.83,583.65,855.75,1219.85,1567.25,1794.91,2335.78,2846.62,2270.12,2614.81,
Russian Federation,Research and Development,0,207.13,308.49,298.31,338.58,481.1,415.85,486.28,508.26,370.9,364.14,
Russian Federation,"Architectural, engineering and other technical services",0,320.79,415.16,904.12,905.87,1147.83,1571.83,2077.84,3250.26,3214.55,3231.05,
Russian Federation,"Personal, cultural and recreational services",0,84.52,62.86,124.67,163.81,187.44,232.12,290.63,389.02,347.58,473.8,
Russian Federation,  Audiovisual and related services,0,36.45,24.07,58.64,93.08,126.75,153.85,196.47,261.08,259.37,360.35,
Russian Federation,"    Other other personal, cultural and recreational services",0,0,0,0,0,0,0,0,0,0,0,
Russian Federation,GDP Per Capita,3867.300048,4084.257046,4302.392986,4643.632667,5004.616133,5351.008623,5816.062293,6343.353916,6708.309846,6213.298851,6494.151496,5882.83839
Russian Federation,GDP,567.37,596.26,624.55,670.11,718.20,763.99,826.29,896.81,943.87,870.12,905.22,
Argentina,"Advertising, market research and public opinion polling",14.3001,19.5187,37.23,43.1,86.16,174.09,260.78,314.89,394.07,327.976,375.817,
Argentina,Research and Development,12.8274,20.2072,35.89,54.84,76.67,127.18,168.48,195.422,247.4,253.054,289.967,
Argentina,"Architectural, engineering and other technical services",8.43312,12.0165,40.16,53.22,53.29,67.24,99.21,125.539,169.17,229.821,263.344,
Argentina,"Personal, cultural and recreational services",18.1,37.6,95.35,122.14,152.89,203.02,257.72,314.08,485.76,336.187,355.792,
Argentina,  Audiovisual and related services,17.5,37.2,95.09,118.03,144.08,192.2,242.32,304.73,469.69,331.837,336.653,
Argentina,"    Other other personal, cultural and recreational services",0,0,0,0,0,0,0,0,0,0,0,
Argentina,GDP Per Capita,4444.193853,4207.850541,3719.304656,4012.351876,4328.923762,4673.267136,5013.481731,5388.231906,5690.838199,5678.68259,6134.486225,5329.161248
Argentina,GDP,165.93,158.61,141.33,153.82,167.71,183.10,198.61,215.79,230.38,232.34,253.62,
Costa Rica,"Advertising, market research and public opinion polling",0.975532,0.552322,3.97284,2.42293,2.14499,2.297,1.77258,3.00765,3.32205,2.4749,2.257,
Costa Rica,Research and Development,0,0,0,0,0,0.31646,0,0,2.23455,1.58839,5.0197,
Costa Rica,"Architectural, engineering and other technical services",0.018392,0,0,0,0,0,0,0,0,0.0476,0.048,
Costa Rica,"Personal, cultural and recreational services",0,0.1,0.103,0.103,0.104,0.116,0.122,0.125604,0.13,0.13374,0.136185,
Costa Rica,  Audiovisual and related services,0,0.1,0.103,0.103,0.104,0.104,0.107,0.11021,0.114,0.11728,0.11932,
Costa Rica,"    Other other personal, cultural and recreational services",0,0,0,0,0,0.012,0.015,0.0153937,0,0,0,
Costa Rica,GDP Per Capita,4208.744192,4174.877219,4226.873807,4428.343468,4546.955529,4743.686232,5086.353349,5405.176708,5467.773194,5311.039818,5422.468155,5302.229167
Costa Rica,GDP,16.34,16.52,17.00,18.08,18.85,19.96,21.72,23.41,24.02,23.66,24.49,
Brazil,"Advertising, market research and public opinion polling",170.076,156.672,109.726,101.543,111.227,127.548,160.127,193.991,334.111,348.382,380.945,
Brazil,Research and Development,0,0,0,0,0,37.768,127.373,176.106,315.304,343.547,395.487,
Brazil,"Architectural, engineering and other technical services",1685.58,1517.25,1586.04,1508.7,2013.62,2740.66,3034.16,4215.6,5595.48,5583.18,5591.37,
Brazil,"Personal, cultural and recreational services",63.037,57.604,57.899,53.6,46.51,55.797,81.251,73.306,86.386,80.4282,108.261,
Brazil,  Audiovisual and related services,17.382,26.618,27.629,28.885,14.64,16.028,20.687,16.609,26.179,25.613,31.5766,
Brazil,"    Other other personal, cultural and recreational services",0,0,0,0,0,0,0,0,0,0,0,
Brazil,GDP Per Capita,4360.392916,4354.55212,4407.526737,4396.563122,4584.687471,4666.873986,4788.730297,5016.262116,5210.179589,5114.166217,5432.576932,5233.25115
Brazil,GDP,768.82,778.90,799.60,808.79,854.99,882.01,916.89,972.75,1022.98,1016.39,1092.51,
Romania,"Advertising, market research and public opinion polling",30,40,53,49,57,146.72,256.07,403,618,433,347,
Romania,Research and Development,7,20,15,10,14,33.94,58.19,66,105,79,76,
Romania,"Architectural, engineering and other technical services",30,30,51,87,93,128.19,160.92,184,435,408,439,
Romania,"Personal, cultural and recreational services",76,67,98,118,214,92.23,83.36,105,77,79,92,
Romania,  Audiovisual and related services,9,6,19,23,48,64.1,50.47,75,36,40,68,
Romania,"    Other other personal, cultural and recreational services",0,0,79,0,0,0,0,0,0,21,13,
Romania,GDP Per Capita,3341.457189,3536.939437,3725.591612,3930.05408,4271.102366,4459.421102,4821.856899,5121.417169,5615.670395,5149.774413,5211.026878,4918.431154
Romania,GDP,75.01,79.28,83.33,87.66,95.02,98.99,106.81,113.21,123.89,113.36,114.43,
Bulgaria,"Advertising, market research and public opinion polling",3.54963,5.13067,4.79295,6.19607,12.7256,19.1478,31.9905,62.7405,76.1962,70.0982,107.075,
Bulgaria,Research and Development,10.2478,17.903,20.9173,22.9934,5.14153,10.0173,16.334,31.0622,32.8456,31.7482,119.336,
Bulgaria,"Architectural, engineering and other technical services",0,0,0,0,13.8683,37.3281,99.431,88.0082,150.352,136.777,139.307,
Bulgaria,"Personal, cultural and recreational services",22.2467,28.1584,31.4076,37.0126,42.3553,39.2664,56.3151,82.7647,76.8766,54.41,44.9036,
Bulgaria,  Audiovisual and related services,0,0,0,0,10.4574,8.4302,13.3083,36.1895,28.5614,24.4106,34.7286,
Bulgaria,"    Other other personal, cultural and recreational services",0,28.1584,31.4076,37.0126,31.8979,30.8362,43.0068,46.5751,48.3152,29.9994,10.1749,
Bulgaria,GDP Per Capita,2830.514585,2978.528261,3148.205735,3353.654079,3613.504539,3878.146082,4166.982096,4473.54344,4791.04436,4563.241765,4608.123209,4240.548815
Bulgaria,GDP,22.13,23.05,24.12,25.45,27.17,28.89,30.77,32.76,34.80,32.88,32.94,
Colombia,"Advertising, market research and public opinion polling",13.1789,11.9846,9.11777,12.8523,18.6204,23.5554,25.1071,23.9343,28.6338,48.859,47.4974,
Colombia,Research and Development,0,0,0,0,0,0,0,0,0,0,0,
Colombia,"Architectural, engineering and other technical services",15.0548,18.9489,25.2626,38.801,59.4101,77.8206,156.836,147.228,270.585,216.742,214.588,
Colombia,"Personal, cultural and recreational services",23.3282,25.433,27.0094,31.1414,38.7181,41.4492,45.9495,38.3353,44.7416,30.4985,84.2004,
Colombia,  Audiovisual and related services,11.7085,24.1768,24.3908,20.4644,25.9351,24.0416,27.6266,20.9649,24.0529,21.1617,28.1335,
Colombia,"    Other other personal, cultural and recreational services",11.6197,1.25619,2.61864,10.677,12.7831,17.4076,18.3229,17.3703,20.6887,9.33679,56.0669,
Colombia,GDP Per Capita,3154.078785,3174.209265,3213.422183,3294.152146,3421.38063,3533.568834,3720.153073,3925.418868,4013.41149,4021.691601,4144.814683,3961.630156
Colombia,GDP,122.73,124.79,127.91,132.92,140.01,146.60,156.42,167.21,173.14,175.66,183.22,
Kazakhstan,"Advertising, market research and public opinion polling",1.91904,2.58216,5.90852,12.1091,15.3911,18.739,22.669,41.0781,74.9975,68.3631,39.1151,
Kazakhstan,Research and Development,4.6556,7.4393,6.70133,3.817,8.4193,7.1594,10.7177,10.5426,13.983,25.6784,31.8476,
Kazakhstan,"Architectural, engineering and other technical services",17.47,15.0335,18.7105,11.7939,16.2613,34.2966,47.2076,65.4757,119.748,118.011,74.0008,
Kazakhstan,"Personal, cultural and recreational services",0.16507,0.182,0.1622,0.046,0.0698,0.1652,0.271921,1.0976,0.77753,0.8265,0.7901,
Kazakhstan,  Audiovisual and related services,0.16507,0.182,0.1622,0.046,0.0698,0.1542,0.271921,0.95294,0.61673,0.8213,0.6911,
Kazakhstan,"    Other other personal, cultural and recreational services",0,0,0,0,0,0.011,0,0.14466,0.1608,0.0052,0.099,
Kazakhstan,GDP Per Capita,2223.482543,2515.684475,2750.825606,2991.437303,3256.855825,3543.066344,3883.381729,4183.755755,4272.548853,4269.041712,4508.643489,3839.872363
Kazakhstan,GDP,34.88,39.59,43.47,47.51,52.07,57.12,63.24,68.86,71.14,71.99,77.03,
Fiji,"Advertising, market research and public opinion polling",0.384792,0.352673,0.614006,0.109243,0.118582,0.238033,0.811003,0.497159,0.855265,0.257456,0.730164,
Fiji,Research and Development,0,0.0435085,0,0,0.0592909,0,0,0.193212,0,0,0,
Fiji,"Architectural, engineering and other technical services",0.648061,0.0437681,3.37306,0,1.28872,1.00367,1.2775,0.813939,1.57768,1.0123,1.31525,
Fiji,"Personal, cultural and recreational services",0.511137,0,0.0472448,0.0499118,0.290238,0.647776,0.812156,0.619455,0.621859,0.602011,1.24779,
Fiji,  Audiovisual and related services,0.511137,0,0,0.0499118,0.290238,0.647776,0.812156,0.619455,0.621859,0.602011,1.24779,
Fiji,"    Other other personal, cultural and recreational services",0,0,0.0472448,0,0,0,0,0,0,0,0,
Fiji,GDP Per Capita,3313.512057,3355.623964,3437.811709,3444.734666,3598.263449,3594.275112,3630.508116,3563.342028,3535.528917,3398.019322,3372.848279,3824.446762
Fiji,GDP,2.67,2.72,2.81,2.84,2.99,3.01,3.06,3.04,3.04,2.95,2.95,
Macedonia,"Advertising, market research and public opinion polling",1.42243,0.66248,2.61843,10.8087,13.4523,15.2735,19.7763,26.532,34.5398,30.9423,30.038,
Macedonia,Research and Development,0,0,2.17461,5.51429,5.60853,5.6755,3.32664,5.01223,6.09053,5.78244,4.71946,
Macedonia,"Architectural, engineering and other technical services",0,0,3.13477,13.3911,19.5943,17.3918,23.1967,38.9649,57.143,39.8869,47.8675,
Macedonia,"Personal, cultural and recreational services",1.39281,1.74305,2.03735,4.37961,7.00446,7.08737,10.054,16.5887,18.0962,19.8607,21.0041,
Macedonia,  Audiovisual and related services,0,0,0.104775,1.86016,3.29175,2.72032,5.02128,7.29537,7.41265,10.1586,6.66796,
Macedonia,"    Other other personal, cultural and recreational services",0,0,0,0,0,0,0,0,0,0,0,
Macedonia,GDP Per Capita,2691.162902,2557.445283,2570.973962,2637.280382,2738.368735,2843.491893,2948.296977,3114.104935,3261.244302,3223.443998,3237.598913,3182.341228
Macedonia,GDP,5.42,5.18,5.22,5.37,5.59,5.82,6.05,6.40,6.72,6.66,6.71,
China,"Advertising, market research and public opinion polling",223.436,277,372.846,486.261,848.628,1075.73,1445.03,1912.27,2202.32,2312.55,2885.25,
China,Research and Development,355.716,889,1284.94,0,0,0,0,0,0,0,0,
China,"Architectural, engineering and other technical services",0,0,0,0,0,0,0,0,0,0,0,
China,"Personal, cultural and recreational services",11.302,28,29.6741,33.4432,40.9926,133.859,137.433,316.285,417.943,97.2633,122.915,
China,  Audiovisual and related services,11.302,28,29.6741,33.4432,40.9926,133.859,137.433,316.285,417.943,97.2633,122.915,
China,"    Other other personal, cultural and recreational services",0,0,0,0,0,0,0,0,0,0,0,
China,GDP Per Capita,1121.415502,1207.700875,1310.536649,1434.060124,1570.70792,1739.086899,1950.188362,2216.372518,2417.188888,2626.544331,2882.813287,2047.661536
China,GDP,1417.06,1534.68,1674.33,1841.77,2027.79,"2,256.9",2543.56,2904.74,3183.60,3476.47,3834.55,
Ukraine,"Advertising, market research and public opinion polling",12,10,9,14,45,63,145,290,480,236,265,
Ukraine,Research and Development,47,39,47,92,128,202,228,303,421,402,490,
Ukraine,"Architectural, engineering and other technical services",35,28,37,88,111,177,189,215,310,452,451,
Ukraine,"Personal, cultural and recreational services",3,3,3,4,11,16,74,158,185,84,113,
Ukraine,  Audiovisual and related services,0,0,0,0,0,0,0,0,0,0,0,
Ukraine,"    Other other personal, cultural and recreational services",0,0,0,0,0,0,0,0,0,0,0,
Ukraine,GDP Per Capita,1214.894246,1340.265338,1423.194294,1569.704805,1773.093101,1834.382372,1982.608363,2154.041497,2213.887833,1898.362495,1990.49825,1939.493259
Ukraine,GDP,59.54,65.01,68.39,74.82,83.88,86.14,92.43,99.73,101.83,86.76,90.40,
Egypt,"Advertising, market research and public opinion polling",11,23.9,15.5,12.1,12.8,19.4,30.8,71,121.3,111.6,142.1,
Egypt,Research and Development,0,0,0,0,0,0,0,0,0,0,0,
Egypt,"Architectural, engineering and other technical services",0,0,0,0,0,0,0,0,0,0,0,
Egypt,"Personal, cultural and recreational services",15,18.8,53.7,72,69.1,82.8,116,91.9,74.1,102.7,98.8,
Egypt,  Audiovisual and related services,0,0,0,0,0,0,0,0,0,0,0,
Egypt,"    Other other personal, cultural and recreational services",0,0,0,0,0,0,0,0,0,0,0,
Egypt,GDP Per Capita,1225.518491,1241.864506,1244.221245,1256.637963,1280.288964,1309.255908,1369.464916,1435.990042,1507.086061,1582.175534,1630.936507,1508.344014
Egypt,GDP,79.85,82.68,84.64,87.34,90.91,94.98,101.48,108.67,116.45,124.78,131.24,
Philippines,"Advertising, market research and public opinion polling",10,5,4,9,5,6,8,7,10,13,12,
Philippines,Research and Development,13,22,8,3,3,8,10,12,20,20,16,
Philippines,"Architectural, engineering and other technical services",0,0,0,0,0,0,0,0,0,0,0,
Philippines,"Personal, cultural and recreational services",18,15,7,9,7,20,27,22,21,34,41,
Philippines,  Audiovisual and related services,15,6,6,9,7,19,24,15,8,25,27,
Philippines,"    Other other personal, cultural and recreational services",3,9,1,0,0,1,3,7,13,9,14,
Philippines,GDP Per Capita,1013.9931,1019.818264,1034.087706,1062.771742,1110.023717,1139.72783,1175.677939,1228.301103,1253.949883,1243.559905,1312.69946,1259.461065
Philippines,GDP,82.36,84.74,87.83,92.20,98.37,103.07,108.48,115.65,120.46,121.84,131.14,
Senegal,"Advertising, market research and public opinion polling",0.800588,0.291936,0.123388,2.03716,5.54814,2.68642,2.73671,3.2049,2.48099,1.97168,0,
Senegal,Research and Development,0,0.00272837,0,0,0,0,0,0,0,0,0,
Senegal,"Architectural, engineering and other technical services",0,0.00954929,0,0,0,0,0,0,0,0,0,
Senegal,"Personal, cultural and recreational services",0,0,0.0200864,0.0516173,0.0946459,0.024646,0.401614,0.678119,0.468954,0.85983,0,
Senegal,  Audiovisual and related services,0,0,0.00573898,0.00688231,0,0.00568755,0,0,0,0.85983,0,
Senegal,"    Other other personal, cultural and recreational services",0,0,0,0,0,0,0,0,0,0,0,
Senegal,GDP Per Capita,732.4039402,746.4897564,732.0710574,760.4230716,783.9350222,806.2046653,804.8342394,821.8348583,827.1090474,823.6784718,836.0608495,867.504498
Senegal,GDP,6.94,7.25,7.30,7.79,8.25,8.71,8.93,9.36,9.68,9.89,10.30,
India,"Advertising, market research and public opinion polling",0,0,0,0,103.124,279.065,545.082,759.042,573.172,543.538,716.653,
India,Research and Development,0,0,0,0,118.082,334.942,670.037,1187.22,1684.27,613.483,900.107,
India,"Architectural, engineering and other technical services",0,0,0,0,841.277,2620.39,3923.24,3136.08,2131.14,1411.52,1970.96,
India,"Personal, cultural and recreational services",0,0,0,0,45.7492,111.082,306.472,508.93,707.194,467.711,334.63,
India,  Audiovisual and related services,0,0,0,0,0,0,0,0,0,0,0,
India,"    Other other personal, cultural and recreational services",0,0,0,0,45.7492,111.082,306.472,508.93,707.194,467.711,334.63,
India,GDP Per Capita,584.4407303,604.717682,617.2482215,658.1829412,701.4506468,755.0001447,812.5999316,879.2663881,909.3432912,978.1326578,1058.368712,855.8751347
India,GDP,588.12,618.80,642.11,695.86,753.47,823.68,900.06,988.41,1037.17,1131.60,1241.58,
Pakistan,"Advertising, market research and public opinion polling",6,6,6,9,10,17,23,23,27,21,24,
Pakistan,Research and Development,0,0,0,0,2,2,9,14,6,5,5,
Pakistan,"Architectural, engineering and other technical services",13,9,19,25,26,54,88,28,55,36,58,
Pakistan,"Personal, cultural and recreational services",0,0,0,1,0.01,2,1,1,3,2,4,
Pakistan,  Audiovisual and related services,0,0,0,1,0,0,0,0,2,0,0,
Pakistan,"    Other other personal, cultural and recreational services",0,0,0,0,0.01,0,1,1,1,2,4,
Pakistan,GDP Per Capita,582.2852625,577.292145,582.9904436,600.3936187,632.7748843,668.9961665,697.5363993,724.1009678,723.3567203,737.330311,757.161574,728.4218493
Pakistan,GDP,88.76,90.52,93.44,97.96,105.18,113.25,120.24,127.08,129.10,133.79,139.62,
Kenya,"Advertising, market research and public opinion polling",0,0,0,0,0,0,0,0,0,0,0,
Kenya,Research and Development,0,0,0,0,0,0,0,0,0,0,0,
Kenya,"Architectural, engineering and other technical services",0,0,0,0,0,0,0,0,0,0,0,
Kenya,"Personal, cultural and recreational services",0.0439695,0.0651705,0.443306,0.263645,0.251093,0.396272,0.699715,2.05429,1.87856,3.04633,2.09382,
Kenya,  Audiovisual and related services,0,0,0,0,0,0,0,0,0,0,0,
Kenya,"    Other other personal, cultural and recreational services",0,0,0,0,0,0,0,0,0,0,0,
Kenya,GDP Per Capita,511.5126848,517.0421668,505.5447179,505.7917208,516.4075432,531.0383872,547.9612717,569.2302288,561.0944309,558.7224741,571.9790621,589.6324688
Kenya,GDP,15.66,16.25,16.34,16.81,17.67,18.72,19.90,21.29,21.63,22.19,23.36,
Kyrgyzstan,"Advertising, market research and public opinion polling",0,0.0086,0.755174,0.61152,1.14737,2.07488,2.84403,2.85347,3.31482,4.4343,5.39768,
Kyrgyzstan,Research and Development,0,0.0352,0,0,0,0,0,0,0,0,0,
Kyrgyzstan,"Architectural, engineering and other technical services",1.08954,4.63691,0.428612,0.347079,0.651207,1.17763,1.61418,1.61954,1.88138,2.51676,8.49564,
Kyrgyzstan,"Personal, cultural and recreational services",2.7379,3.3094,1.991,5.56979,8.62904,6.69611,10.1783,45.2547,69.3888,86.1532,68.1086,
Kyrgyzstan,  Audiovisual and related services,0,0,0,0,0,0,0,0,0,0,0,
Kyrgyzstan,"    Other other personal, cultural and recreational services",2.0773,1.5838,1.1776,1.5687,2.42768,6.69611,10.1783,45.2547,69.3888,86.1532,68.1086,
Kyrgyzstan,GDP Per Capita,421.1243104,439.0082303,433.8131147,458.6661867,484.8794973,477.9287103,486.3679642,520.8992793,556.9978805,565.1809609,549.7225486,539.4588683
Kyrgyzstan,GDP,2.04,2.15,2.15,2.30,2.46,2.46,2.54,2.75,2.98,3.07,3.03,
Bangladesh,"Advertising, market research and public opinion polling",0,3.66299,4.88875,7.96906,10.0623,8.18604,9.66101,6.76797,12.4926,10.6447,11.9257,
Bangladesh,Research and Development,0,2.26732,3.69686,4.62828,5.78045,6.13885,5.70041,11.0567,10.451,9.55985,11.8897,
Bangladesh,"Architectural, engineering and other technical services",0,4.27855,4.21557,4.15947,2.93985,3.96956,4.45628,52.7736,34.3409,17.5492,22.2462,
Bangladesh,"Personal, cultural and recreational services",0.526915,0.442495,0.172755,4.03799,0.537477,1.14372,2.59415,1.23295,1.0788,1.69529,1.56518,
Bangladesh,  Audiovisual and related services,0,0.368421,0.103641,3.72956,0.385776,1.12835,2.20557,1.02973,0.845496,1.0143,0.949796,
Bangladesh,"    Other other personal, cultural and recreational services",0,0,0,0,0,0.0153678,0.38858,0.203221,0.233305,0.68099,0.615386,
Bangladesh,GDP Per Capita,346.9176612,358.8951127,368.1918095,380.7692976,397.7097034,414.3660491,434.6635669,455.2190295,475.7425875,495.1667573,515.9414855,464.358306
Bangladesh,GDP,45.85,48.26,50.39,53.04,56.37,59.73,63.69,67.78,71.98,76.11,80.55,
Tanzania,"Advertising, market research and public opinion polling",0,0,0,0,0,0,0,0,0,0,0,
Tanzania,Research and Development,0,0,0,0,0,0,0,0,0,0,0,
Tanzania,"Architectural, engineering and other technical services",0,0,0,0,0,0,0,0,0,0,0,
Tanzania,"Personal, cultural and recreational services",0.1,0.06,1,1.2283,0.0586626,0.66629,0.0931805,0.920068,10.4113,2.768,1.24035,
Tanzania,  Audiovisual and related services,0,0,0,0,0,0,0,0,0,0,0,
Tanzania,"    Other other personal, cultural and recreational services",0,0.06,1,1.2283,0.0586626,0.66629,0.0931805,0.920068,10.4113,2.768,1.24035,
Tanzania,GDP Per Capita,298.4285811,308.5024674,322.9792427,337.4413345,356.074642,374.415617,391.373033,410.6635944,432.1090939,448.8071797,470.4786415,415.1273427
Tanzania,GDP,10.06,10.66,11.43,12.21,13.17,14.14,15.09,16.17,17.38,18.42,19.71,
Ethiopia,"Advertising, market research and public opinion polling",0.204187,0.476444,0.427289,0.167439,0.0517655,1.90005,0.646,0.725296,0.859559,0.385807,0.444658,
Ethiopia,Research and Development,4.42428,2.43193,2.03459,3.53976,3.49985,0.064534,0.515306,0.331206,0.864178,5.47407,0.0608048,
Ethiopia,"Architectural, engineering and other technical services",1.47581,4.07941,1.41403,1.12993,0.014644,0.464073,0.664633,0.361648,5.65333,0.452817,0.43093,
Ethiopia,"Personal, cultural and recreational services",1.46136,1.35556,3.3537,0.589722,0.0252453,0,0.459889,0.400775,0.179214,0.763583,0.0462221,
Ethiopia,  Audiovisual and related services,1.46136,1.35556,3.3537,0.589722,0.0252453,0,0.459889,0.400775,0.179214,0.763583,0.0462221,
Ethiopia,"    Other other personal, cultural and recreational services",0,0,0,0,0,0,0,0,0,0,0,
Ethiopia,GDP Per Capita,141.3531787,148.5552313,146.2390771,138.6484786,152.5428691,165.241416,177.3930398,191.4713068,205.4234421,216.4247811,230.8450904,191.4137911
Ethiopia,GDP,9.07,9.82,9.97,9.76,11.08,12.39,13.73,15.31,16.96,18.45,20.32,
